Date Joined Venmo,Date First Used Pay With Venmo,Phone,Age,State,,,,,,,,,,,,,,,
9/11/16,9/16/16,iPhone,,GA,,,,,,,,,,,,,,,
9/11/16,9/27/16,Android,,FL,,,,,,,,,,,,,,,
9/11/16,3/16/17,iPhone,,NJ,,,,,,,,,,,,,,,
9/11/16,9/15/16,iPhone,31,KY,,,,,,,,,,,,,,,
9/11/16,10/8/16,iPhone,,TX,,,,,,,,,,,,,,,
9/11/16,9/18/16,iPhone,24,CA,,,,,,,,,,,,,,,
9/11/16,9/20/16,iPhone,,CA,,,,,,,,,,,,,,,
9/11/16,9/16/16,Android,,LA,,,,,,,,,,,,,,,
9/11/16,11/10/16,iPhone,32,LA,,,,,,,,,,,,,,,
9/11/16,9/14/16,iPhone,,TX,,,,,,,,,,,,,,,
9/11/16,9/14/16,iPhone,27,FL,,,,,,,,,,,,,,,
9/11/16,9/17/16,iPhone,,TX,,,,,,,,,,,,,,,
9/11/16,2/28/17,iPhone,,CO,,,,,,,,,,,,,,,
9/11/16,9/14/16,Android,12,MA,,,,,,,,,,,,,,,
9/11/16,9/14/16,Android,,MA,,,,,,,,,,,,,,,
9/11/16,9/17/16,Android,13,NY,,,,,,,,,,,,,,,
9/11/16,9/14/16,iPhone,,VA,,,,,,,,,,,,,,,
9/11/16,10/9/16,iPhone,,PR,,,,,,,,,,,,,,,
9/11/16,10/8/16,Android,25,MN,,,,,,,,,,,,,,,
9/11/16,9/14/16,iPhone,,NY,,,,,,,,,,,,,,,
9/11/16,9/18/16,iPhone,,OR,,,,,,,,,,,,,,,
9/11/16,9/15/16,iPhone,32,IL,,,,,,,,,,,,,,,
9/11/16,9/15/16,iPhone,,CA,,,,,,,,,,,,,,,
9/11/16,9/20/16,Android,,CA,,,,,,,,,,,,,,,
9/11/16,9/19/16,iPhone,12,TX,,,,,,,,,,,,,,,
9/11/16,10/27/16,Android,,NY,,,,,,,,,,,,,,,
9/11/16,9/16/16,iPhone,,GA,,,,,,,,,,,,,,,
9/11/16,9/13/16,iPhone,,MA,,,,,,,,,,,,,,,
9/11/16,9/18/16,Android,,OH,,,,,,,,,,,,,,,
9/11/16,9/16/16,iPhone,,CA,,,,,,,,,,,,,,,
9/11/16,9/14/16,iPhone,22,CA,,,,,,,,,,,,,,,
9/11/16,9/17/16,Android,21,DC,,,,,,,,,,,,,,,
9/11/16,9/16/16,iPhone,,NY,,,,,,,,,,,,,,,
9/11/16,10/23/16,iPhone,,CA,,,,,,,,,,,,,,,
9/11/16,9/16/16,iPhone,13,NY,,,,,,,,,,,,,,,
9/11/16,9/15/16,Android,,CA,,,,,,,,,,,,,,,
9/11/16,9/16/16,iPhone,,NY,,,,,,,,,,,,,,,
9/11/16,10/28/16,Android,47,TX,,,,,,,,,,,,,,,
9/11/16,10/21/16,Android,24,NJ,,,,,,,,,,,,,,,
9/11/16,9/21/16,iPhone,,NY,,,,,,,,,,,,,,,
9/11/16,9/14/16,iPhone,,CA,,,,,,,,,,,,,,,
9/11/16,9/14/16,iPhone,,PA,,,,,,,,,,,,,,,
9/11/16,12/1/16,iPhone,32,NJ,,,,,,,,,,,,,,,
9/11/16,10/1/16,iPhone,,NV,,,,,,,,,,,,,,,
9/11/16,9/14/16,Android,,DC,,,,,,,,,,,,,,,
9/11/16,9/13/16,Android,12,FL,,,,,,,,,,,,,,,
9/11/16,11/8/16,iPhone,,MA,,,,,,,,,,,,,,,
9/11/16,9/16/16,iPhone,,IA,,,,,,,,,,,,,,,
9/11/16,11/8/16,Android,,MA,,,,,,,,,,,,,,,
9/11/16,9/14/16,iPhone,,CT,,,,,,,,,,,,,,,
9/11/16,9/23/16,iPhone,,GA,,,,,,,,,,,,,,,
9/11/16,12/1/16,iPhone,,IL,,,,,,,,,,,,,,,
9/11/16,9/15/16,iPhone,,CA,,,,,,,,,,,,,,,
9/11/16,12/11/16,iPhone,,ME,,,,,,,,,,,,,,,
9/11/16,9/14/16,Android,,PA,,,,,,,,,,,,,,,
9/11/16,9/14/16,Android,,NY,,,,,,,,,,,,,,,
9/11/16,9/14/16,Android,,WA,,,,,,,,,,,,,,,
9/11/16,9/22/16,iPhone,,CA,,,,,,,,,,,,,,,
9/11/16,9/25/16,Android,,CA,,,,,,,,,,,,,,,
9/11/16,9/22/16,iPhone,,GA,,,,,,,,,,,,,,,
9/11/16,9/24/16,iPhone,34,WA,,,,,,,,,,,,,,,
9/11/16,9/30/16,Android,17,DE,,,,,,,,,,,,,,,
9/11/16,11/9/16,Android,,VA,,,,,,,,,,,,,,,
9/11/16,9/14/16,Android,,CA,,,,,,,,,,,,,,,
9/11/16,9/14/16,Android,,NJ,,,,,,,,,,,,,,,
9/11/16,9/14/16,iPhone,44,NV,,,,,,,,,,,,,,,
9/11/16,9/30/16,iPhone,,NJ,,,,,,,,,,,,,,,
9/11/16,9/20/16,iPhone,,CA,,,,,,,,,,,,,,,
9/11/16,9/21/16,Android,19,NY,,,,,,,,,,,,,,,
9/11/16,9/14/16,iPhone,,AZ,,,,,,,,,,,,,,,
9/11/16,9/15/16,iPhone,,FL,,,,,,,,,,,,,,,
9/11/16,9/18/16,iPhone,8,CA,,,,,,,,,,,,,,,
9/11/16,9/15/16,iPhone,,CA,,,,,,,,,,,,,,,
9/11/16,9/19/16,iPhone,21,NY,,,,,,,,,,,,,,,
9/11/16,9/14/16,Android,,TX,,,,,,,,,,,,,,,
9/11/16,9/14/16,iPhone,,CA,,,,,,,,,,,,,,,
9/11/16,9/13/16,iPhone,32,NY,,,,,,,,,,,,,,,
9/11/16,9/14/16,Android,,UT,,,,,,,,,,,,,,,
9/11/16,9/18/16,iPhone,,CA,,,,,,,,,,,,,,,
9/11/16,9/14/16,iPhone,,CA,,,,,,,,,,,,,,,
9/11/16,9/13/16,iPhone,,MD,,,,,,,,,,,,,,,
9/11/16,9/15/16,Android,,CA,,,,,,,,,,,,,,,
9/11/16,9/23/16,Android,18,CA,,,,,,,,,,,,,,,
9/11/16,9/14/16,iPhone,,PA,,,,,,,,,,,,,,,
9/11/16,9/14/16,iPhone,,CA,,,,,,,,,,,,,,,
9/11/16,9/14/16,Android,,TX,,,,,,,,,,,,,,,
9/11/16,9/13/16,iPhone,23,NY,,,,,,,,,,,,,,,
9/11/16,9/14/16,Android,,FL,,,,,,,,,,,,,,,
9/11/16,9/14/16,iPhone,,PA,,,,,,,,,,,,,,,
9/11/16,10/6/16,Android,18,LA,,,,,,,,,,,,,,,
9/11/16,9/30/16,Android,,CT,,,,,,,,,,,,,,,
9/11/16,10/7/16,Android,,NM,,,,,,,,,,,,,,,
9/11/16,9/14/16,iPhone,40,FL,,,,,,,,,,,,,,,
9/11/16,9/13/16,iPhone,,FL,,,,,,,,,,,,,,,
9/11/16,9/25/16,iPhone,,FL,,,,,,,,,,,,,,,
9/11/16,9/14/16,Android,17,FL,,,,,,,,,,,,,,,
9/11/16,10/27/16,Android,,AZ,,,,,,,,,,,,,,,
9/11/16,9/14/16,iPhone,16,PA,,,,,,,,,,,,,,,
9/11/16,9/14/16,iPhone,,NY,,,,,,,,,,,,,,,
9/11/16,10/6/16,iPhone,43,DC,,,,,,,,,,,,,,,
9/11/16,9/25/16,Android,,UT,,,,,,,,,,,,,,,
9/11/16,9/14/16,iPhone,,NY,,,,,,,,,,,,,,,
9/11/16,9/15/16,iPhone,32,NY,,,,,,,,,,,,,,,
9/11/16,9/14/16,iPhone,,CA,,,,,,,,,,,,,,,
9/11/16,10/12/16,iPhone,,NC,,,,,,,,,,,,,,,
9/11/16,10/22/16,iPhone,,CA,,,,,,,,,,,,,,,
9/11/16,12/5/16,Android,12,CA,,,,,,,,,,,,,,,
9/11/16,10/10/16,iPhone,,FL,,,,,,,,,,,,,,,
9/11/16,9/15/16,Android,,NY,,,,,,,,,,,,,,,
9/11/16,9/15/16,iPhone,,CA,,,,,,,,,,,,,,,
9/11/16,9/15/16,Android,9,PA,,,,,,,,,,,,,,,
9/11/16,9/14/16,Android,,NY,,,,,,,,,,,,,,,
9/11/16,9/14/16,Android,,NY,,,,,,,,,,,,,,,
9/11/16,9/14/16,iPhone,21,MD,,,,,,,,,,,,,,,
9/11/16,9/15/16,Android,27,VA,,,,,,,,,,,,,,,
9/11/16,9/15/16,Android,12,CA,,,,,,,,,,,,,,,
9/11/16,10/23/16,iPhone,34,CA,,,,,,,,,,,,,,,
9/11/16,9/24/16,Android,,MN,,,,,,,,,,,,,,,
9/11/16,9/13/16,iPhone,,MO,,,,,,,,,,,,,,,
9/11/16,9/13/16,iPhone,12,MI,,,,,,,,,,,,,,,
9/11/16,9/14/16,iPhone,,CO,,,,,,,,,,,,,,,
9/11/16,9/23/16,Android,31,GA,,,,,,,,,,,,,,,
9/11/16,9/24/16,Android,14,MA,,,,,,,,,,,,,,,
9/11/16,10/12/16,iPhone,23,WI,,,,,,,,,,,,,,,
9/11/16,9/13/16,Android,,MI,,,,,,,,,,,,,,,
9/11/16,9/15/16,Android,38,NY,,,,,,,,,,,,,,,
9/11/16,9/20/16,iPhone,,CT,,,,,,,,,,,,,,,
9/11/16,9/14/16,Android,,CA,,,,,,,,,,,,,,,
9/11/16,9/18/16,iPhone,28,NJ,,,,,,,,,,,,,,,
9/11/16,9/25/16,iPhone,,CA,,,,,,,,,,,,,,,
9/11/16,9/16/16,iPhone,10,IL,,,,,,,,,,,,,,,
9/11/16,9/14/16,iPhone,22,NY,,,,,,,,,,,,,,,
9/11/16,9/14/16,iPhone,,OH,,,,,,,,,,,,,,,
9/11/16,9/28/16,iPhone,,NY,,,,,,,,,,,,,,,
9/11/16,11/28/16,iPhone,,CA,,,,,,,,,,,,,,,
9/11/16,9/15/16,Android,,NV,,,,,,,,,,,,,,,
9/11/16,9/22/16,iPhone,,TX,,,,,,,,,,,,,,,
9/11/16,9/16/16,iPhone,24,DC,,,,,,,,,,,,,,,
9/11/16,9/17/16,iPhone,13,TX,,,,,,,,,,,,,,,
9/11/16,10/11/16,iPhone,23,NY,,,,,,,,,,,,,,,
9/11/16,9/18/16,iPhone,,NY,,,,,,,,,,,,,,,
9/11/16,10/11/16,iPhone,,MA,,,,,,,,,,,,,,,
9/11/16,9/14/16,Android,,TX,,,,,,,,,,,,,,,
9/11/16,9/14/16,Android,10,NJ,,,,,,,,,,,,,,,
9/11/16,9/21/16,iPhone,,MD,,,,,,,,,,,,,,,
9/11/16,11/10/16,iPhone,,CA,,,,,,,,,,,,,,,
9/11/16,9/18/16,iPhone,12,CA,,,,,,,,,,,,,,,
9/11/16,9/14/16,iPhone,,UT,,,,,,,,,,,,,,,
9/11/16,10/3/16,iPhone,,GA,,,,,,,,,,,,,,,
9/11/16,9/14/16,Android,31,NY,,,,,,,,,,,,,,,
9/11/16,10/14/16,iPhone,,CT,,,,,,,,,,,,,,,
9/11/16,9/14/16,iPhone,,CA,,,,,,,,,,,,,,,
9/11/16,9/13/16,iPhone,,CA,,,,,,,,,,,,,,,
9/11/16,9/14/16,iPhone,,CA,,,,,,,,,,,,,,,
9/11/16,9/14/16,iPhone,,CA,,,,,,,,,,,,,,,
9/11/16,9/19/16,Android,,PA,,,,,,,,,,,,,,,
9/11/16,9/14/16,iPhone,,OR,,,,,,,,,,,,,,,
9/11/16,9/16/16,iPhone,,CA,,,,,,,,,,,,,,,
9/11/16,10/5/16,iPhone,,VA,,,,,,,,,,,,,,,
9/11/16,9/30/16,iPhone,29,GA,,,,,,,,,,,,,,,
9/11/16,9/17/16,Android,,CA,,,,,,,,,,,,,,,
9/11/16,9/20/16,iPhone,,NY,,,,,,,,,,,,,,,
9/11/16,9/16/16,iPhone,11,CA,,,,,,,,,,,,,,,
9/11/16,9/28/16,iPhone,,NV,,,,,,,,,,,,,,,
9/11/16,9/14/16,iPhone,,TX,,,,,,,,,,,,,,,
9/11/16,10/27/16,Android,,NY,,,,,,,,,,,,,,,
9/11/16,9/15/16,Android,29,MD,,,,,,,,,,,,,,,
9/11/16,10/20/16,Android,,NY,,,,,,,,,,,,,,,
9/11/16,11/1/16,Android,,TX,,,,,,,,,,,,,,,
9/11/16,12/29/16,iPhone,,MA,,,,,,,,,,,,,,,
9/11/16,9/27/16,iPhone,,WA,,,,,,,,,,,,,,,
9/11/16,9/17/16,Android,,CA,,,,,,,,,,,,,,,
9/11/16,9/14/16,iPhone,,MA,,,,,,,,,,,,,,,
9/11/16,9/15/16,iPhone,,LA,,,,,,,,,,,,,,,
9/11/16,9/17/16,iPhone,,CA,,,,,,,,,,,,,,,
9/11/16,9/19/16,iPhone,,MD,,,,,,,,,,,,,,,
9/11/16,9/16/16,Android,,MD,,,,,,,,,,,,,,,
9/11/16,2/28/17,iPhone,,CO,,,,,,,,,,,,,,,
9/11/16,9/21/16,Android,,VA,,,,,,,,,,,,,,,
9/11/16,9/15/16,iPhone,,TX,,,,,,,,,,,,,,,
9/11/16,10/14/16,iPhone,,OK,,,,,,,,,,,,,,,
9/11/16,3/27/17,Android,,NC,,,,,,,,,,,,,,,
9/11/16,9/20/16,iPhone,,CA,,,,,,,,,,,,,,,
9/11/16,9/17/16,iPhone,,IL,,,,,,,,,,,,,,,
9/11/16,9/19/16,iPhone,,CA,,,,,,,,,,,,,,,
9/11/16,9/20/16,iPhone,27,CA,,,,,,,,,,,,,,,
9/11/16,10/12/16,iPhone,,FL,,,,,,,,,,,,,,,
9/11/16,9/14/16,Android,,DC,,,,,,,,,,,,,,,
9/11/16,9/14/16,iPhone,,MO,,,,,,,,,,,,,,,
9/11/16,9/14/16,Android,,IL,,,,,,,,,,,,,,,
9/11/16,12/16/16,iPhone,,DC,,,,,,,,,,,,,,,
9/11/16,9/17/16,iPhone,,CA,,,,,,,,,,,,,,,
9/11/16,9/14/16,iPhone,,GA,,,,,,,,,,,,,,,
9/11/16,9/16/16,iPhone,,CA,,,,,,,,,,,,,,,
9/11/16,9/13/16,iPhone,,MA,,,,,,,,,,,,,,,
9/11/16,9/14/16,Android,28,PA,,,,,,,,,,,,,,,
9/11/16,9/22/16,iPhone,21,CA,,,,,,,,,,,,,,,
9/11/16,9/22/16,Android,,CA,,,,,,,,,,,,,,,
9/11/16,9/22/16,Android,,AZ,,,,,,,,,,,,,,,
9/11/16,9/16/16,iPhone,13,IL,,,,,,,,,,,,,,,
9/11/16,9/17/16,iPhone,16,NY,,,,,,,,,,,,,,,
9/11/16,9/19/16,iPhone,,FL,,,,,,,,,,,,,,,
9/11/16,12/9/16,iPhone,31,NY,,,,,,,,,,,,,,,
9/11/16,9/15/16,iPhone,,WA,,,,,,,,,,,,,,,
9/11/16,9/14/16,iPhone,,NH,,,,,,,,,,,,,,,
9/11/16,9/25/16,iPhone,31,NC,,,,,,,,,,,,,,,
9/11/16,9/13/16,iPhone,,GA,,,,,,,,,,,,,,,
9/11/16,10/1/16,iPhone,35,NY,,,,,,,,,,,,,,,
9/11/16,9/14/16,Android,,FL,,,,,,,,,,,,,,,
9/11/16,9/14/16,iPhone,,PA,,,,,,,,,,,,,,,
9/11/16,9/14/16,Android,,MD,,,,,,,,,,,,,,,
9/11/16,9/15/16,iPhone,30,MD,,,,,,,,,,,,,,,
9/11/16,9/17/16,iPhone,,CT,,,,,,,,,,,,,,,
9/11/16,9/15/16,iPhone,14,NY,,,,,,,,,,,,,,,
9/11/16,9/27/16,iPhone,,MA,,,,,,,,,,,,,,,
9/11/16,10/11/16,iPhone,33,CO,,,,,,,,,,,,,,,
9/11/16,9/14/16,iPhone,54,MA,,,,,,,,,,,,,,,
9/11/16,9/13/16,iPhone,,FL,,,,,,,,,,,,,,,
9/11/16,9/19/16,iPhone,,AZ,,,,,,,,,,,,,,,
9/11/16,9/20/16,iPhone,11,VA,,,,,,,,,,,,,,,
9/11/16,9/16/16,Android,,IL,,,,,,,,,,,,,,,
9/11/16,11/7/16,iPhone,13,VA,,,,,,,,,,,,,,,
9/11/16,9/14/16,Android,,DC,,,,,,,,,,,,,,,
9/11/16,2/8/17,iPhone,,FL,,,,,,,,,,,,,,,
9/11/16,9/14/16,iPhone,,LA,,,,,,,,,,,,,,,
9/11/16,9/14/16,Android,10,CA,,,,,,,,,,,,,,,
9/11/16,9/15/16,Android,,CA,,,,,,,,,,,,,,,
9/11/16,9/19/16,Android,40,NY,,,,,,,,,,,,,,,
9/11/16,9/24/16,Android,39,NJ,,,,,,,,,,,,,,,
9/11/16,9/14/16,iPhone,,PA,,,,,,,,,,,,,,,
9/11/16,10/3/16,Android,,NY,,,,,,,,,,,,,,,
9/11/16,9/16/16,iPhone,13,DC,,,,,,,,,,,,,,,
9/11/16,9/14/16,iPhone,,IL,,,,,,,,,,,,,,,
9/11/16,9/14/16,iPhone,,NJ,,,,,,,,,,,,,,,
9/11/16,9/20/16,Android,,LA,,,,,,,,,,,,,,,
9/11/16,10/6/16,iPhone,,NY,,,,,,,,,,,,,,,
9/11/16,9/14/16,iPhone,,LA,,,,,,,,,,,,,,,
9/11/16,9/15/16,iPhone,,CA,,,,,,,,,,,,,,,
9/11/16,12/16/16,iPhone,,CA,,,,,,,,,,,,,,,
9/11/16,12/7/16,iPhone,,CA,,,,,,,,,,,,,,,
9/11/16,9/14/16,iPhone,,NY,,,,,,,,,,,,,,,
9/11/16,9/15/16,iPhone,,NY,,,,,,,,,,,,,,,
9/11/16,9/16/16,iPhone,,CA,,,,,,,,,,,,,,,
9/11/16,9/16/16,iPhone,,TX,,,,,,,,,,,,,,,
9/11/16,9/13/16,iPhone,,DC,,,,,,,,,,,,,,,
9/11/16,9/27/16,iPhone,,MI,,,,,,,,,,,,,,,
9/11/16,9/14/16,Android,32,TX,,,,,,,,,,,,,,,
9/11/16,2/2/17,iPhone,41,FL,,,,,,,,,,,,,,,
9/11/16,9/19/16,iPhone,,OK,,,,,,,,,,,,,,,
9/11/16,9/21/16,Android,,UT,,,,,,,,,,,,,,,
9/11/16,9/14/16,iPhone,,OR,,,,,,,,,,,,,,,
9/11/16,12/11/16,iPhone,,ME,,,,,,,,,,,,,,,
9/11/16,1/6/17,Android,,MA,,,,,,,,,,,,,,,
9/11/16,10/21/16,iPhone,13,NJ,,,,,,,,,,,,,,,
9/11/16,9/14/16,iPhone,,AZ,,,,,,,,,,,,,,,
9/11/16,11/8/16,iPhone,43,NY,,,,,,,,,,,,,,,
9/11/16,9/20/16,Android,13,CA,,,,,,,,,,,,,,,
9/11/16,9/14/16,iPhone,10,IL,,,,,,,,,,,,,,,
9/11/16,9/14/16,Android,,OH,,,,,,,,,,,,,,,
9/11/16,9/16/16,Android,31,NJ,,,,,,,,,,,,,,,
9/11/16,9/15/16,iPhone,,CA,,,,,,,,,,,,,,,
9/11/16,10/12/16,Android,19,NY,,,,,,,,,,,,,,,
9/11/16,9/16/16,iPhone,,IN,,,,,,,,,,,,,,,
9/11/16,9/14/16,iPhone,66,NV,,,,,,,,,,,,,,,
9/11/16,11/17/16,Android,27,MA,,,,,,,,,,,,,,,
9/11/16,9/14/16,iPhone,,PA,,,,,,,,,,,,,,,
9/11/16,9/29/16,Android,,OR,,,,,,,,,,,,,,,
9/11/16,12/7/16,iPhone,,VA,,,,,,,,,,,,,,,
9/11/16,9/20/16,iPhone,,VA,,,,,,,,,,,,,,,
9/11/16,9/14/16,Android,44,NY,,,,,,,,,,,,,,,
9/11/16,9/14/16,iPhone,,CA,,,,,,,,,,,,,,,
9/11/16,9/14/16,Android,,CA,,,,,,,,,,,,,,,
9/11/16,9/14/16,iPhone,30,PA,,,,,,,,,,,,,,,
9/11/16,9/20/16,iPhone,,TX,,,,,,,,,,,,,,,
9/11/16,9/13/16,Android,,GA,,,,,,,,,,,,,,,
9/11/16,9/13/16,iPhone,,MA,,,,,,,,,,,,,,,
9/11/16,10/6/16,iPhone,38,AR,,,,,,,,,,,,,,,
9/11/16,,iPhone,24,VA,,,,,,,,,,,,,,,
9/11/16,,iPhone,34,VT,,,,,,,,,,,,,,,
9/11/16,,iPhone,27,CT,,,,,,,,,,,,,,,
9/11/16,,iPhone,,MO,,,,,,,,,,,,,,,
9/11/16,,Android,,NY,,,,,,,,,,,,,,,
9/11/16,,Android,,CA,,,,,,,,,,,,,,,
9/11/16,,iPhone,,CT,,,,,,,,,,,,,,,
9/11/16,,iPhone,,ID,,,,,,,,,,,,,,,
9/11/16,,iPhone,28,CA,,,,,,,,,,,,,,,
9/11/16,,iPhone,22,AZ,,,,,,,,,,,,,,,
9/11/16,,Android,,FL,,,,,,,,,,,,,,,
9/11/16,,Android,,NJ,,,,,,,,,,,,,,,
9/11/16,,Android,,TX,,,,,,,,,,,,,,,
9/11/16,,iPhone,,MD,,,,,,,,,,,,,,,
9/11/16,,iPhone,24,CA,,,,,,,,,,,,,,,
9/11/16,,Android,,OR,,,,,,,,,,,,,,,
9/11/16,,iPhone,,NJ,,,,,,,,,,,,,,,
9/11/16,,iPhone,,TX,,,,,,,,,,,,,,,
9/11/16,,iPhone,,TN,,,,,,,,,,,,,,,
9/11/16,,Android,,CA,,,,,,,,,,,,,,,
9/11/16,,iPhone,,MI,,,,,,,,,,,,,,,
9/11/16,,Android,,NJ,,,,,,,,,,,,,,,
9/11/16,,iPhone,,CA,,,,,,,,,,,,,,,
9/11/16,,iPhone,,NY,,,,,,,,,,,,,,,
9/11/16,,Android,,TX,,,,,,,,,,,,,,,
9/11/16,,Android,14,CA,,,,,,,,,,,,,,,
9/11/16,,Android,,NV,,,,,,,,,,,,,,,
9/11/16,,iPhone,23,NC,,,,,,,,,,,,,,,
9/11/16,,Android,,CA,,,,,,,,,,,,,,,
9/11/16,,iPhone,,NY,,,,,,,,,,,,,,,
9/11/16,,iPhone,,MD,,,,,,,,,,,,,,,
9/11/16,,iPhone,,VA,,,,,,,,,,,,,,,
9/11/16,,iPhone,,NJ,,,,,,,,,,,,,,,
9/11/16,,Android,,CA,,,,,,,,,,,,,,,
9/11/16,,iPhone,9,MD,,,,,,,,,,,,,,,
9/11/16,,iPhone,26,CA,,,,,,,,,,,,,,,
9/11/16,,Android,,GA,,,,,,,,,,,,,,,
9/11/16,,iPhone,,CA,,,,,,,,,,,,,,,
9/11/16,,iPhone,,AZ,,,,,,,,,,,,,,,
9/11/16,,iPhone,,MA,,,,,,,,,,,,,,,
9/11/16,,Android,,IL,,,,,,,,,,,,,,,
9/11/16,,iPhone,,WA,,,,,,,,,,,,,,,
9/11/16,,iPhone,,CT,,,,,,,,,,,,,,,
9/11/16,,Android,,CA,,,,,,,,,,,,,,,
9/11/16,,Android,,OR,,,,,,,,,,,,,,,
9/11/16,,iPhone,,TX,,,,,,,,,,,,,,,
9/11/16,,iPhone,32,NY,,,,,,,,,,,,,,,
9/11/16,,Android,,PA,,,,,,,,,,,,,,,
9/11/16,,Android,,CO,,,,,,,,,,,,,,,
9/11/16,,iPhone,,TX,,,,,,,,,,,,,,,
9/11/16,,iPhone,,MN,,,,,,,,,,,,,,,
9/11/16,,iPhone,34,CA,,,,,,,,,,,,,,,
9/11/16,,Android,,CA,,,,,,,,,,,,,,,
9/11/16,,iPhone,,MD,,,,,,,,,,,,,,,
9/11/16,,Android,,PA,,,,,,,,,,,,,,,
9/11/16,,iPhone,,OH,,,,,,,,,,,,,,,
9/11/16,,iPhone,,NY,,,,,,,,,,,,,,,
9/11/16,,iPhone,25,CA,,,,,,,,,,,,,,,
9/11/16,,iPhone,27,NJ,,,,,,,,,,,,,,,
9/11/16,,iPhone,,CA,,,,,,,,,,,,,,,
9/11/16,,iPhone,,NJ,,,,,,,,,,,,,,,
9/11/16,,iPhone,,CA,,,,,,,,,,,,,,,
9/11/16,,iPhone,17,CA,,,,,,,,,,,,,,,
9/11/16,,iPhone,33,MA,,,,,,,,,,,,,,,
9/11/16,,Android,,TX,,,,,,,,,,,,,,,
9/11/16,,Android,,GA,,,,,,,,,,,,,,,
9/11/16,,Android,19,PA,,,,,,,,,,,,,,,
9/11/16,,iPhone,17,NJ,,,,,,,,,,,,,,,
9/11/16,,Android,,IL,,,,,,,,,,,,,,,
9/11/16,,Android,30,CA,,,,,,,,,,,,,,,
9/11/16,,Android,10,PA,,,,,,,,,,,,,,,
9/11/16,,iPhone,,MA,,,,,,,,,,,,,,,
9/11/16,,iPhone,,NY,,,,,,,,,,,,,,,
9/11/16,,iPhone,,NC,,,,,,,,,,,,,,,
9/11/16,,Android,,NY,,,,,,,,,,,,,,,
9/11/16,,iPhone,25,MO,,,,,,,,,,,,,,,
9/11/16,,iPhone,,NY,,,,,,,,,,,,,,,
9/11/16,,iPhone,,GA,,,,,,,,,,,,,,,
9/11/16,,iPhone,,CA,,,,,,,,,,,,,,,
9/11/16,,iPhone,,MA,,,,,,,,,,,,,,,
9/11/16,,iPhone,28,NJ,,,,,,,,,,,,,,,
9/11/16,,Android,26,NJ,,,,,,,,,,,,,,,
9/11/16,,Android,,MN,,,,,,,,,,,,,,,
9/11/16,,Android,,WI,,,,,,,,,,,,,,,
9/11/16,,iPhone,,CA,,,,,,,,,,,,,,,
9/11/16,,iPhone,15,NY,,,,,,,,,,,,,,,
9/11/16,,Android,,NY,,,,,,,,,,,,,,,
9/11/16,,iPhone,,GA,,,,,,,,,,,,,,,
9/11/16,,iPhone,,CO,,,,,,,,,,,,,,,
9/11/16,,iPhone,37,TN,,,,,,,,,,,,,,,
9/11/16,,iPhone,,NY,,,,,,,,,,,,,,,
9/11/16,,iPhone,26,PA,,,,,,,,,,,,,,,
9/11/16,,Android,,CA,,,,,,,,,,,,,,,
9/11/16,,iPhone,,CO,,,,,,,,,,,,,,,
9/11/16,,iPhone,12,KS,,,,,,,,,,,,,,,
9/11/16,,iPhone,,RI,,,,,,,,,,,,,,,
9/11/16,,Android,8,CA,,,,,,,,,,,,,,,
9/11/16,,iPhone,,TX,,,,,,,,,,,,,,,
9/11/16,,Android,,OH,,,,,,,,,,,,,,,
9/11/16,,Android,24,NY,,,,,,,,,,,,,,,
9/11/16,,iPhone,,CA,,,,,,,,,,,,,,,
9/11/16,,iPhone,,CA,,,,,,,,,,,,,,,
9/11/16,,Android,,GA,,,,,,,,,,,,,,,
9/11/16,,iPhone,16,NY,,,,,,,,,,,,,,,
9/11/16,,iPhone,,TX,,,,,,,,,,,,,,,
9/11/16,,iPhone,18,CA,,,,,,,,,,,,,,,
9/11/16,,Android,,NY,,,,,,,,,,,,,,,
9/11/16,,iPhone,,VA,,,,,,,,,,,,,,,
9/11/16,,iPhone,18,MA,,,,,,,,,,,,,,,
9/11/16,,iPhone,40,TX,,,,,,,,,,,,,,,
9/11/16,,Android,41,NY,,,,,,,,,,,,,,,
9/11/16,,iPhone,15,CA,,,,,,,,,,,,,,,
9/11/16,,Android,,TX,,,,,,,,,,,,,,,
9/11/16,,Android,,GA,,,,,,,,,,,,,,,
9/11/16,,Android,,CT,,,,,,,,,,,,,,,
9/11/16,,iPhone,11,CO,,,,,,,,,,,,,,,
9/11/16,,iPhone,,CA,,,,,,,,,,,,,,,
9/11/16,,iPhone,,CA,,,,,,,,,,,,,,,
9/11/16,,iPhone,,OH,,,,,,,,,,,,,,,
9/11/16,,iPhone,,TX,,,,,,,,,,,,,,,
9/11/16,,iPhone,,CT,,,,,,,,,,,,,,,
9/11/16,,iPhone,,PA,,,,,,,,,,,,,,,
9/11/16,,iPhone,,CA,,,,,,,,,,,,,,,
9/11/16,,Android,26,CA,,,,,,,,,,,,,,,
9/11/16,,iPhone,,MA,,,,,,,,,,,,,,,
9/11/16,,iPhone,,CA,,,,,,,,,,,,,,,
9/11/16,,iPhone,,NJ,,,,,,,,,,,,,,,
9/11/16,,Android,,PA,,,,,,,,,,,,,,,
9/11/16,,iPhone,,NY,,,,,,,,,,,,,,,
9/11/16,,iPhone,,IN,,,,,,,,,,,,,,,
9/11/16,,iPhone,,NY,,,,,,,,,,,,,,,
9/11/16,,iPhone,,CA,,,,,,,,,,,,,,,
