Date Joined Venmo,Date First Used Pay With Venmo,Phone,Age,State
4/15/17,,Android,,CT
4/15/17,,iPhone,,IL
4/15/17,,Android,,WA
4/15/17,,iPhone,,VA
4/15/17,,iPhone,,MD
4/15/17,,iPhone,17,CA
4/15/17,,iPhone,40,CA
4/15/17,,Android,33,PA
4/15/17,,iPhone,10,CA
4/15/17,,iPhone,,IL
4/15/17,,iPhone,,MA
4/15/17,,iPhone,13,NJ
4/15/17,,iPhone,,CT
4/15/17,,iPhone,,NJ
4/15/17,,iPhone,,PA
4/15/17,,Android,,RI
4/15/17,,Android,,CA
4/15/17,,iPhone,,UT
4/15/17,,iPhone,,PA
4/15/17,,iPhone,,TX
4/15/17,,iPhone,,CT
4/15/17,,iPhone,11,MO
4/15/17,,Android,,IL
4/15/17,,iPhone,,HI
4/15/17,,iPhone,,MA
4/15/17,,iPhone,,VT
4/15/17,,Android,,NY
4/15/17,,Android,26,NY
4/15/17,,iPhone,,CA
4/15/17,,iPhone,,NJ
4/15/17,,Android,31,CA
4/15/17,,Android,,MA
4/15/17,,iPhone,,CA
4/15/17,,iPhone,,KY
4/15/17,,Android,,NJ
4/15/17,,iPhone,,TX
4/15/17,,Android,,UT
4/15/17,,iPhone,,CA
4/15/17,,iPhone,,NY
4/15/17,,Android,,CA
4/15/17,,iPhone,,CA
4/15/17,,iPhone,16,VT
4/15/17,,Android,,OH
4/15/17,,iPhone,,MN
4/15/17,,iPhone,,GA
4/15/17,,iPhone,,MN
4/15/17,,iPhone,,MD
4/15/17,,Android,,WA
4/15/17,,iPhone,9,CA
4/15/17,,iPhone,,NM
4/15/17,,iPhone,11,FL
4/15/17,,Android,21,TX
4/15/17,,iPhone,,NY
4/15/17,,iPhone,,CA
4/15/17,,iPhone,,MN
4/15/17,,Android,,WA
4/15/17,,Android,,IL
4/15/17,,iPhone,,CA
4/15/17,,Android,,CO
4/15/17,,Android,,MO
4/15/17,,iPhone,,CA
4/15/17,,iPhone,,CA
4/15/17,,Android,,CA
4/15/17,,Android,,TX
4/15/17,,iPhone,,WV
4/15/17,,iPhone,,NM
4/15/17,,iPhone,22,CA
4/15/17,,Android,24,WA
4/15/17,,iPhone,,CA
4/15/17,,Android,,NJ
4/15/17,,iPhone,,CA
4/15/17,,iPhone,26,VA
4/15/17,,Android,,NY
4/15/17,,iPhone,15,AZ
4/15/17,,Android,,WA
4/15/17,,iPhone,,PA
4/15/17,,Android,,CA
4/15/17,,iPhone,,NH
4/15/17,,iPhone,34,DC
4/15/17,,Android,,NY
4/15/17,,iPhone,,CA
4/15/17,,Android,,IL
4/15/17,,iPhone,,NV
4/15/17,,Android,,AZ
4/15/17,,Android,11,MA
4/15/17,,iPhone,,CA
4/15/17,,Android,,CA
4/15/17,,iPhone,,MA
4/15/17,,iPhone,,VA
4/15/17,,iPhone,,MD
4/15/17,,iPhone,,CA
4/15/17,,iPhone,,UT
4/15/17,,iPhone,,NJ
4/15/17,,iPhone,22,CA
4/15/17,,iPhone,,LA
4/15/17,,Android,,CA
4/15/17,,iPhone,,MS
4/15/17,,iPhone,,CO
4/15/17,,iPhone,,MO
4/15/17,,iPhone,,WI
4/15/17,,iPhone,21,FL
4/15/17,,Android,,CA
4/15/17,,iPhone,28,CA
4/15/17,,iPhone,,MA
4/15/17,,iPhone,,FL
4/15/17,,iPhone,,AZ
4/15/17,,Android,,MN
4/15/17,,Android,,AL
4/15/17,,iPhone,37,MI
4/15/17,,iPhone,,WA
4/15/17,,Android,,CA
4/15/17,,iPhone,,OH
4/15/17,,iPhone,28,NY
4/15/17,,iPhone,24,DC
4/15/17,,iPhone,,MO
4/15/17,,Android,9,CA
4/15/17,,iPhone,,CA
4/15/17,,iPhone,,PA
4/15/17,,Android,,MA
4/15/17,,iPhone,,NY
4/15/17,,iPhone,,OH
4/15/17,,iPhone,,IL
4/15/17,,iPhone,,CA
4/15/17,,iPhone,,CA
4/15/17,,iPhone,,OH
4/15/17,,iPhone,,CO
4/15/17,,iPhone,,CA
4/15/17,,iPhone,,NY
4/15/17,,iPhone,36,VA
4/15/17,,iPhone,,NY
4/15/17,,iPhone,,NY
4/15/17,,iPhone,,CA
4/15/17,,iPhone,28,CA
4/15/17,,Android,,MA
4/15/17,,Android,,MI
4/15/17,,iPhone,,FL
4/15/17,,Android,,TX
4/15/17,,iPhone,,NJ
4/15/17,,iPhone,,CA
4/15/17,,iPhone,22,TX
4/15/17,,iPhone,,CA
4/15/17,,iPhone,,NY
4/15/17,,iPhone,,NY
4/15/17,,iPhone,,UT
4/15/17,,Android,,NJ
4/15/17,,iPhone,,CA
4/15/17,,Android,,MN
4/15/17,,iPhone,12,OH
4/15/17,,Android,,CA
4/15/17,,iPhone,,VA
4/15/17,,Android,,IN
4/15/17,,Android,,NY
4/15/17,,iPhone,,MO
4/15/17,,iPhone,,CA
4/15/17,,iPhone,,CA
4/15/17,,iPhone,25,VA
4/15/17,,iPhone,,OR
4/15/17,,iPhone,,NY
4/15/17,,iPhone,,CA
4/15/17,,iPhone,,AL
4/15/17,,iPhone,,GA
4/15/17,,Android,,CA
4/15/17,,iPhone,,CA
4/15/17,,Android,,CO
4/15/17,,Android,,MI
4/15/17,,iPhone,,NY
4/15/17,,iPhone,49,CA
4/15/17,,Android,,NY
4/15/17,,Android,23,MA
4/15/17,,Android,13,SC
4/15/17,,iPhone,,AZ
4/15/17,,iPhone,,MD
4/15/17,,iPhone,,GA
4/15/17,,iPhone,,NY
4/15/17,,iPhone,,OH
4/15/17,,iPhone,37,CA
4/15/17,,iPhone,,NC
4/15/17,,iPhone,15,AZ
4/15/17,,iPhone,23,NJ
4/15/17,,Android,,NY
4/15/17,,iPhone,,CA
4/15/17,,iPhone,,WA
4/15/17,,iPhone,,TX
4/15/17,,Android,,CA
4/15/17,,iPhone,,MD
4/15/17,,iPhone,,FL
4/15/17,,iPhone,,AZ
4/15/17,,Android,22,TX
4/15/17,,iPhone,7,CA
4/15/17,,iPhone,,CO
4/15/17,,iPhone,15,FL
4/15/17,,Android,,TX
4/15/17,,Android,,OH
4/15/17,,Android,,MA
4/15/17,,iPhone,33,CA
4/15/17,,Android,,NY
4/15/17,,iPhone,36,NY
4/15/17,,Android,19,TX
4/15/17,,iPhone,34,NY
4/15/17,,iPhone,,LA
4/15/17,,Android,,SC
4/15/17,,iPhone,18,GA
4/15/17,,iPhone,,MD
4/15/17,,iPhone,26,CA
4/15/17,,iPhone,15,TX
4/15/17,,iPhone,,CA
4/15/17,,iPhone,22,CA
4/15/17,,iPhone,,TX
4/15/17,,iPhone,25,CA
4/15/17,,Android,16,CA
4/15/17,,iPhone,32,CA
4/15/17,,iPhone,18,NY
4/15/17,,iPhone,,FL
4/15/17,,iPhone,,NY
4/15/17,,iPhone,27,WA
4/15/17,,iPhone,,CA
4/15/17,,Android,,CA
4/15/17,,iPhone,,NJ
4/15/17,,Android,,CA
4/15/17,,Android,,KS
4/15/17,,iPhone,,MN
4/15/17,,Android,,PA
4/15/17,,iPhone,,CT
4/15/17,,Android,,IA
4/15/17,,Android,15,NY
4/15/17,,iPhone,,TX
4/15/17,,iPhone,,TX
4/15/17,,Android,45,NY
4/15/17,,Android,,CT
4/15/17,,iPhone,,MD
4/15/17,,Android,26,NY
4/15/17,,iPhone,,CA
4/15/17,,iPhone,,TN
4/15/17,,iPhone,,TX
4/15/17,,iPhone,,MD
4/15/17,,iPhone,,NC
4/15/17,,iPhone,,TX
4/15/17,,iPhone,9,NY
4/15/17,,Android,26,CA
4/15/17,,iPhone,,NY
4/15/17,,iPhone,,NY
4/15/17,,iPhone,,FL
4/15/17,,Android,,NY
4/15/17,,iPhone,,TX
4/15/17,,iPhone,,NC
4/15/17,,Android,,MI
4/15/17,,Android,,SC
4/15/17,,Android,,NC
4/15/17,,iPhone,,CA
4/15/17,,Android,33,MA
4/15/17,4/18/17,iPhone,,NY
4/15/17,4/20/17,iPhone,,TX
4/15/17,4/19/17,iPhone,,CO
4/15/17,4/19/17,iPhone,,NY
4/15/17,4/18/17,Android,,CA
4/15/17,4/19/17,iPhone,,NC
4/15/17,4/22/17,iPhone,,NY
4/15/17,4/19/17,Android,,GA
4/15/17,4/19/17,iPhone,,TX
4/15/17,4/21/17,Android,23,WI
4/15/17,4/19/17,iPhone,22,CA
4/15/17,4/19/17,Android,,FL
4/15/17,4/19/17,iPhone,,VA
4/15/17,4/21/17,iPhone,,CA
4/15/17,4/18/17,Android,,WA
4/15/17,4/19/17,iPhone,,NY
4/15/17,4/22/17,iPhone,,OR
4/15/17,4/23/17,iPhone,,TX
4/15/17,4/19/17,iPhone,32,MT
4/15/17,4/26/17,Android,34,MD
4/15/17,4/19/17,Android,,NJ
4/15/17,4/19/17,iPhone,,MA
4/15/17,4/22/17,iPhone,,CA
4/15/17,4/20/17,iPhone,,FL
4/15/17,4/22/17,iPhone,,CA
4/15/17,4/26/17,Android,,CA
4/15/17,4/28/17,Android,24,TX
4/15/17,4/18/17,iPhone,,FL
4/15/17,4/19/17,iPhone,,CA
4/15/17,4/18/17,Android,13,MS
4/15/17,4/28/17,iPhone,8,NY
4/15/17,4/19/17,iPhone,,CA
4/15/17,4/24/17,iPhone,19,CA
4/15/17,4/19/17,Android,,NY
4/15/17,4/18/17,Android,,PA
4/15/17,4/22/17,iPhone,,NH
4/15/17,4/20/17,iPhone,,NY
4/15/17,4/21/17,iPhone,27,GA
4/15/17,4/19/17,iPhone,,TX
4/15/17,4/19/17,iPhone,,MA
4/15/17,4/22/17,Android,,NJ
4/15/17,4/19/17,iPhone,15,NY
4/15/17,4/21/17,iPhone,,NJ
4/15/17,4/21/17,iPhone,,HI
4/15/17,4/19/17,Android,,CA
4/15/17,4/27/17,iPhone,,CA
4/15/17,4/19/17,iPhone,,IL
4/15/17,4/19/17,iPhone,50,NY
4/15/17,4/19/17,iPhone,,CA
4/15/17,4/19/17,iPhone,,TX
4/15/17,4/25/17,iPhone,,CA
4/15/17,4/19/17,Android,23,MA
4/15/17,4/19/17,iPhone,,TX
4/15/17,4/19/17,Android,,CA
4/15/17,4/24/17,Android,,SC
4/15/17,4/24/17,Android,26,FL
4/15/17,4/19/17,iPhone,,MN
4/15/17,4/19/17,iPhone,,FL
4/15/17,4/19/17,Android,,IN
4/15/17,4/22/17,iPhone,,OK
4/15/17,4/19/17,Android,,IL
4/15/17,4/19/17,iPhone,,NY
4/15/17,4/25/17,iPhone,,CA
4/15/17,4/20/17,iPhone,,NJ
4/15/17,4/19/17,iPhone,,MA
4/15/17,4/26/17,Android,,FL
4/15/17,4/21/17,iPhone,25,MA
4/15/17,4/19/17,Android,,NY
4/15/17,4/18/17,iPhone,,CA
4/15/17,4/28/17,iPhone,,AL
4/15/17,4/21/17,iPhone,16,NC
4/15/17,4/21/17,iPhone,,UT
4/15/17,4/19/17,Android,,CA
4/15/17,4/19/17,iPhone,,TX
4/15/17,4/19/17,iPhone,,MA
4/15/17,4/26/17,Android,,WA
4/15/17,4/21/17,iPhone,30,CA
4/15/17,4/26/17,iPhone,,NY
4/15/17,4/19/17,Android,,UT
4/15/17,4/19/17,Android,,NC
4/15/17,4/21/17,iPhone,,CA
4/15/17,4/21/17,iPhone,,CA
4/15/17,4/19/17,iPhone,26,AL
4/15/17,4/30/17,iPhone,,NJ
4/15/17,4/22/17,Android,,NY
4/15/17,4/22/17,Android,,NY
4/15/17,4/27/17,Android,9,MA
4/15/17,4/18/17,iPhone,14,CO
4/15/17,4/20/17,Android,,TX
4/15/17,4/19/17,iPhone,,CA
4/15/17,4/18/17,iPhone,,NY
4/15/17,4/19/17,iPhone,,MO
4/15/17,4/20/17,iPhone,,VA
4/15/17,4/26/17,iPhone,,OR
4/15/17,4/19/17,Android,,MA
4/15/17,4/19/17,iPhone,,FL
4/15/17,4/18/17,iPhone,,MD
4/15/17,4/20/17,iPhone,,TX
4/15/17,4/22/17,Android,,NY
4/15/17,4/24/17,Android,,NY
4/15/17,4/19/17,iPhone,,NJ
4/15/17,4/19/17,iPhone,9,NY
4/15/17,4/23/17,Android,,CA
4/15/17,4/19/17,iPhone,,CA
4/15/17,4/21/17,iPhone,17,NY
4/15/17,4/22/17,Android,23,NY
4/15/17,4/21/17,iPhone,,CA
4/15/17,4/19/17,Android,,NY
4/15/17,4/25/17,Android,,OH
4/15/17,4/22/17,iPhone,43,PR
4/15/17,4/24/17,iPhone,,DC
4/15/17,4/24/17,iPhone,,WA
4/15/17,4/18/17,iPhone,10,NY
4/15/17,4/23/17,iPhone,30,NV
4/15/17,4/18/17,iPhone,,NJ
4/15/17,4/22/17,iPhone,,WI
4/15/17,4/21/17,iPhone,,NJ
4/15/17,4/22/17,Android,,NY
4/15/17,4/20/17,Android,,NY
4/15/17,4/19/17,iPhone,31,FL
4/15/17,4/22/17,iPhone,,NY
4/15/17,4/19/17,Android,,CA
4/15/17,4/26/17,iPhone,,CA
4/15/17,4/20/17,Android,,UT
4/15/17,4/25/17,iPhone,,VA
4/15/17,4/22/17,iPhone,,VA
4/15/17,4/19/17,iPhone,,MA
4/15/17,4/18/17,iPhone,,CA
4/15/17,4/24/17,iPhone,,CA
4/15/17,4/18/17,iPhone,,IL
4/15/17,4/18/17,iPhone,,MI
4/15/17,4/23/17,Android,,TX
4/15/17,4/22/17,iPhone,,CA
4/15/17,4/21/17,iPhone,,FL
4/15/17,4/19/17,iPhone,,NC
4/15/17,4/24/17,iPhone,,CA
4/15/17,4/19/17,iPhone,,MA
4/15/17,4/18/17,iPhone,,MN
4/15/17,4/19/17,iPhone,,IL
4/15/17,4/19/17,Android,,CA
4/15/17,4/19/17,iPhone,30,PA
4/15/17,4/23/17,iPhone,,IN
4/15/17,4/26/17,Android,,FL
4/15/17,4/19/17,Android,,CA
4/15/17,4/21/17,iPhone,,CA
4/15/17,4/19/17,Android,,NJ
4/15/17,4/19/17,Android,10,CA
4/15/17,4/20/17,iPhone,,NY
4/15/17,4/19/17,iPhone,,CA
4/15/17,4/23/17,Android,,MA
4/15/17,4/18/17,Android,,MI
4/15/17,4/24/17,iPhone,23,NJ
4/15/17,4/18/17,iPhone,,NY
4/15/17,4/22/17,Android,,FL
4/15/17,4/19/17,iPhone,,NY
4/15/17,4/25/17,Android,,TX
4/15/17,4/24/17,iPhone,,PA
4/15/17,4/19/17,iPhone,,CT
4/15/17,4/19/17,iPhone,,CA
4/15/17,4/20/17,iPhone,,NY
4/15/17,4/19/17,iPhone,24,CA
4/15/17,4/23/17,iPhone,24,CA
4/15/17,4/20/17,Android,,GA
4/15/17,4/27/17,Android,,NC
4/15/17,4/21/17,iPhone,,AZ
4/15/17,4/19/17,iPhone,,MD
4/15/17,4/19/17,iPhone,,NY
4/15/17,4/20/17,Android,,CA
4/15/17,4/18/17,Android,,TN
4/15/17,4/21/17,iPhone,,CT
4/15/17,4/19/17,Android,7,CA
4/15/17,4/25/17,iPhone,,NY
4/15/17,4/21/17,iPhone,,NY
4/15/17,4/19/17,iPhone,,MA
4/15/17,4/19/17,iPhone,,TX
4/15/17,4/19/17,iPhone,30,IL
4/15/17,4/19/17,iPhone,,CA
4/15/17,4/19/17,iPhone,,MD
4/15/17,4/20/17,iPhone,,TN
4/15/17,4/19/17,Android,,AR
4/15/17,4/18/17,iPhone,,DE
4/15/17,4/26/17,iPhone,,CA
4/15/17,4/18/17,Android,,WA
4/15/17,4/19/17,Android,17,NY
4/15/17,4/19/17,Android,21,NY
4/15/17,4/19/17,iPhone,,AZ
4/15/17,4/25/17,iPhone,,VI
4/15/17,4/19/17,iPhone,15,IL
4/15/17,4/19/17,iPhone,16,CA
4/15/17,4/20/17,iPhone,,CA
4/15/17,4/22/17,Android,,SC
4/15/17,4/21/17,Android,,IL
4/15/17,4/18/17,iPhone,,CA
4/15/17,4/19/17,iPhone,20,CA
4/15/17,4/20/17,Android,,CA
4/15/17,4/20/17,Android,,PA
4/15/17,4/19/17,Android,,CO
4/15/17,4/19/17,Android,,GA
4/15/17,4/21/17,iPhone,,CO
4/15/17,4/30/17,iPhone,,AZ
4/15/17,4/24/17,iPhone,9,FL
4/15/17,4/19/17,iPhone,,AZ
4/15/17,4/19/17,iPhone,,CA
4/15/17,4/19/17,Android,19,PA
4/15/17,4/23/17,Android,,MN
4/15/17,4/19/17,iPhone,,CA
4/15/17,4/19/17,Android,18,CO
4/15/17,4/21/17,iPhone,,NY
4/15/17,4/28/17,iPhone,,MD
4/15/17,4/20/17,iPhone,36,NJ
4/15/17,4/19/17,iPhone,,MA
4/15/17,4/27/17,iPhone,,CA
4/15/17,4/19/17,iPhone,26,MT
4/15/17,4/19/17,iPhone,,WA
4/15/17,4/19/17,iPhone,,WA
4/15/17,4/19/17,iPhone,13,NY
4/15/17,4/23/17,Android,,CA
4/15/17,4/20/17,iPhone,,VA
4/15/17,4/19/17,iPhone,,CO
4/15/17,4/20/17,Android,13,VA
4/15/17,4/23/17,iPhone,,GA
4/15/17,4/26/17,Android,,MA
4/15/17,4/25/17,Android,,CA
4/15/17,4/25/17,iPhone,,CA
4/15/17,4/19/17,iPhone,,FL
4/15/17,4/19/17,iPhone,,CA
4/15/17,4/21/17,iPhone,,CA
4/15/17,4/22/17,iPhone,10,NY
4/15/17,4/26/17,iPhone,,WI
4/15/17,4/21/17,Android,,CA
4/15/17,4/19/17,iPhone,,MA
4/15/17,4/19/17,Android,,CA
4/15/17,4/19/17,iPhone,93,AZ
4/15/17,4/22/17,iPhone,,MA
4/15/17,4/21/17,iPhone,,CA
4/15/17,4/19/17,Android,17,MD
4/15/17,4/19/17,iPhone,,CT
4/15/17,4/19/17,iPhone,,CA
4/15/17,4/19/17,Android,,NJ
4/15/17,4/25/17,Android,24,NC
4/15/17,4/19/17,iPhone,,TX
4/15/17,4/19/17,iPhone,,CA
4/15/17,4/19/17,iPhone,10,MD
4/15/17,4/19/17,Android,,NY
4/15/17,4/19/17,Android,45,VA
4/15/17,4/24/17,Android,,VA
4/15/17,4/19/17,iPhone,,OH
4/15/17,4/20/17,iPhone,,CA
4/15/17,4/18/17,iPhone,,MN
4/15/17,4/20/17,Android,,CA
4/15/17,4/19/17,Android,,PA
4/15/17,4/21/17,iPhone,,SC
4/15/17,4/30/17,Android,,CA
4/15/17,4/21/17,iPhone,21,NJ
4/15/17,4/21/17,iPhone,,MO
4/15/17,4/20/17,Android,,MI
4/15/17,4/19/17,Android,,CA
4/15/17,4/24/17,Android,,TX
4/15/17,4/20/17,iPhone,,CA
4/15/17,4/19/17,iPhone,,CA
4/15/17,4/20/17,Android,,AZ
4/15/17,4/19/17,iPhone,,WA
4/15/17,4/19/17,iPhone,,IA
4/15/17,4/30/17,Android,,NY
4/15/17,4/22/17,iPhone,8,CA
4/15/17,4/24/17,Android,10,MA
4/15/17,4/28/17,iPhone,,AZ
4/15/17,4/21/17,iPhone,,CT
4/15/17,4/25/17,Android,,IL
4/15/17,4/19/17,Android,,VA
4/15/17,4/19/17,iPhone,,TX
4/15/17,4/19/17,iPhone,,PA
4/15/17,4/19/17,iPhone,,CA
4/15/17,4/20/17,iPhone,,CA
4/15/17,4/23/17,iPhone,,CA
4/15/17,4/19/17,iPhone,,CA
4/15/17,4/19/17,Android,,CA
4/15/17,4/19/17,iPhone,,CA
4/15/17,4/19/17,Android,,AL
4/15/17,4/19/17,Android,,CA
4/15/17,4/21/17,Android,29,DC
4/15/17,4/18/17,Android,,TX
4/15/17,4/19/17,iPhone,9,TX
4/15/17,4/27/17,Android,,MD
4/15/17,4/18/17,Android,,MI
4/15/17,4/18/17,Android,56,CA
4/15/17,4/19/17,Android,19,NY
4/15/17,4/19/17,iPhone,,MD
4/15/17,4/22/17,Android,,NH
4/15/17,4/19/17,iPhone,,CA
4/15/17,4/25/17,Android,,TX
4/15/17,4/19/17,Android,,TN
4/15/17,4/19/17,Android,,KY
4/15/17,4/19/17,iPhone,,NY
4/15/17,4/19/17,iPhone,,CA
4/15/17,4/19/17,iPhone,19,GA
4/15/17,4/25/17,iPhone,27,CA
4/15/17,4/18/17,Android,,CA
4/15/17,4/21/17,Android,,CA
4/15/17,4/24/17,iPhone,,TX
4/15/17,4/20/17,iPhone,,NY
4/15/17,4/19/17,iPhone,,CA
4/15/17,4/18/17,iPhone,,FL
4/15/17,4/20/17,iPhone,,PA
4/15/17,4/19/17,iPhone,,CA
4/15/17,4/19/17,iPhone,,NJ
4/15/17,4/20/17,iPhone,,CA
4/15/17,4/27/17,Android,,CA
4/15/17,4/18/17,iPhone,22,TX
4/15/17,4/27/17,Android,,CT
4/15/17,4/21/17,iPhone,,FL
4/15/17,4/21/17,Android,,MA
4/15/17,4/19/17,iPhone,,NC
4/15/17,4/19/17,Android,,CA
4/15/17,4/20/17,iPhone,,AL
4/15/17,4/28/17,iPhone,,NJ
4/15/17,4/28/17,iPhone,33,NY
4/15/17,4/28/17,iPhone,,CA
4/15/17,4/19/17,iPhone,,PA
4/15/17,4/21/17,Android,,MA
4/15/17,4/19/17,iPhone,,IA
4/15/17,4/20/17,iPhone,,CA
4/15/17,4/19/17,Android,,NJ
4/15/17,4/19/17,Android,,SC
4/15/17,4/21/17,iPhone,,AL
4/15/17,4/19/17,iPhone,,NY
4/15/17,4/19/17,iPhone,,CA
4/15/17,4/20/17,iPhone,,NJ
4/15/17,4/19/17,iPhone,10,TX
4/15/17,4/19/17,Android,12,NY
4/15/17,4/20/17,iPhone,,CA
4/15/17,4/18/17,iPhone,,WI
4/15/17,4/22/17,iPhone,31,MD
4/15/17,4/20/17,iPhone,12,TX
4/15/17,4/18/17,iPhone,,FL
4/15/17,4/19/17,iPhone,,MA
4/15/17,4/26/17,iPhone,,LA
4/15/17,4/19/17,iPhone,32,MA
4/15/17,4/18/17,Android,,NY
4/15/17,4/22/17,iPhone,,CA
4/15/17,4/18/17,Android,22,NC
4/15/17,4/19/17,Android,13,CA
4/15/17,4/29/17,iPhone,,PR
4/15/17,4/19/17,iPhone,,CA
4/15/17,4/19/17,iPhone,,NY
4/15/17,4/19/17,iPhone,,MA
4/15/17,4/22/17,iPhone,,ME
4/15/17,4/19/17,iPhone,14,FL
4/15/17,4/19/17,iPhone,,NJ
4/15/17,4/23/17,iPhone,,IL
4/15/17,4/19/17,iPhone,9,NY
4/15/17,4/26/17,iPhone,36,CA
4/15/17,4/20/17,Android,,TN
4/15/17,4/19/17,iPhone,,FL
4/15/17,4/19/17,iPhone,12,CA
4/15/17,4/20/17,iPhone,18,TX
4/15/17,4/19/17,iPhone,,CA
4/15/17,4/19/17,iPhone,,ID
4/15/17,4/19/17,iPhone,,OH
4/15/17,4/24/17,iPhone,,NH
4/15/17,4/19/17,iPhone,,IL
4/15/17,4/19/17,iPhone,21,NY
4/15/17,4/25/17,iPhone,11,TX
4/15/17,4/25/17,Android,11,MD
4/15/17,4/21/17,Android,,IL
4/15/17,4/19/17,iPhone,21,CA
4/15/17,4/21/17,Android,,CA
4/15/17,4/19/17,iPhone,,WA
4/15/17,4/19/17,iPhone,,CA
4/15/17,4/24/17,iPhone,,NC
4/15/17,4/21/17,iPhone,,MA
4/15/17,4/23/17,iPhone,,MA
4/15/17,4/24/17,iPhone,,NY
4/15/17,4/18/17,iPhone,,LA
4/15/17,4/20/17,iPhone,23,FL
4/15/17,4/19/17,Android,,TN
4/15/17,4/19/17,iPhone,75,GA
4/15/17,4/19/17,Android,,FL
4/15/17,4/21/17,iPhone,,MA
4/15/17,4/19/17,iPhone,,CA
4/15/17,4/19/17,Android,,CA
4/15/17,4/19/17,iPhone,,NY
4/15/17,4/19/17,iPhone,,MA
4/15/17,4/19/17,Android,27,IL
4/15/17,4/22/17,iPhone,,ME
4/15/17,4/19/17,iPhone,,CA
4/15/17,4/22/17,iPhone,,AL
4/15/17,4/18/17,iPhone,,DE
4/15/17,4/19/17,iPhone,,TX
4/15/17,4/21/17,iPhone,,PA
4/15/17,4/23/17,iPhone,,HI
4/15/17,4/19/17,Android,,CA
4/15/17,4/19/17,Android,22,NY
4/15/17,4/23/17,iPhone,,CA
4/15/17,4/19/17,iPhone,,MA
4/15/17,4/21/17,Android,,MA
4/15/17,4/29/17,Android,,CA
4/15/17,4/19/17,iPhone,,IN
4/15/17,4/22/17,iPhone,10,NY
4/15/17,4/18/17,iPhone,,WA
4/15/17,4/21/17,iPhone,,CA
4/15/17,4/20/17,iPhone,,NJ
4/16/17,,iPhone,,NY
4/16/17,,iPhone,30,CA
4/16/17,,iPhone,18,NY
4/16/17,,iPhone,,CA
4/16/17,,Android,,ME
4/16/17,,iPhone,,NJ
4/16/17,,Android,,CA
4/16/17,,iPhone,,CT
4/16/17,,Android,23,CA
4/16/17,,iPhone,,IL
4/16/17,,Android,,MO
4/16/17,,iPhone,14,PA
4/16/17,,Android,19,IL
4/16/17,,Android,,TX
4/16/17,,iPhone,,CA
4/16/17,,iPhone,,IN
4/16/17,,iPhone,,WI
4/16/17,,iPhone,20,VA
4/16/17,,iPhone,,NJ
4/16/17,,iPhone,,IL
4/16/17,,Android,,TX
4/16/17,,Android,,CA
4/16/17,,Android,,NY
4/16/17,,iPhone,,CA
4/16/17,,Android,,IA
4/16/17,,Android,,CA
4/16/17,,iPhone,,NY
4/16/17,,iPhone,,CA
4/16/17,,Android,,CA
4/16/17,,Android,,GA
4/16/17,,Android,,MA
4/16/17,,Android,,MN
4/16/17,,iPhone,,TN
4/16/17,,iPhone,,PA
4/16/17,,iPhone,,OR
4/16/17,,iPhone,32,IL
4/16/17,,iPhone,,TX
4/16/17,,Android,,MA
4/16/17,,iPhone,37,MA
4/16/17,,iPhone,,CA
4/16/17,,iPhone,,TX
4/16/17,,iPhone,16,MA
4/16/17,,iPhone,,UT
4/16/17,,iPhone,27,NY
4/16/17,,iPhone,,IN
4/16/17,,Android,,IL
4/16/17,,iPhone,,MI
4/16/17,,iPhone,12,NY
4/16/17,,Android,,CA
4/16/17,,iPhone,,MA
4/16/17,,iPhone,,CA
4/16/17,,iPhone,21,CA
4/16/17,,iPhone,,TN
4/16/17,,iPhone,,FL
4/16/17,,Android,,DC
4/16/17,,Android,,MA
4/16/17,,iPhone,23,CO
4/16/17,,iPhone,18,NY
4/16/17,,iPhone,,MA
4/16/17,,iPhone,,CA
4/16/17,,Android,,NY
4/16/17,,iPhone,,VA
4/16/17,,iPhone,24,IL
4/16/17,,iPhone,,MA
4/16/17,,Android,,CA
4/16/17,,Android,,UT
4/16/17,,iPhone,71,MO
4/16/17,,Android,,TX
4/16/17,,Android,21,PA
4/16/17,,iPhone,,FL
4/16/17,,iPhone,30,CA
4/16/17,,iPhone,,PA
4/16/17,,iPhone,26,MA
4/16/17,,Android,,NC
4/16/17,,iPhone,9,CA
4/16/17,,Android,11,CA
4/16/17,,iPhone,,TX
4/16/17,,iPhone,27,NY
4/16/17,,Android,,MA
4/16/17,,iPhone,,CA
4/16/17,,iPhone,22,FL
4/16/17,,iPhone,,CA
4/16/17,,Android,,CA
4/16/17,,iPhone,,CA
4/16/17,,Android,13,NY
4/16/17,,iPhone,,PA
4/16/17,,iPhone,,CA
4/16/17,,iPhone,,CA
4/16/17,,iPhone,,CA
4/16/17,,iPhone,,CA
4/16/17,,Android,,CA
4/16/17,,Android,,MA
4/16/17,,iPhone,,CA
4/16/17,,iPhone,,CA
4/16/17,,Android,,NY
4/16/17,,Android,,PA
4/16/17,,iPhone,,FL
4/16/17,,iPhone,,VA
4/16/17,,iPhone,18,NY
4/16/17,,Android,12,CA
4/16/17,,iPhone,,CA
4/16/17,,Android,,NJ
4/16/17,,iPhone,17,OK
4/16/17,,iPhone,25,NY
4/16/17,,iPhone,32,PA
4/16/17,,Android,,HI
4/16/17,,iPhone,,WA
4/16/17,,iPhone,13,NY
4/16/17,,Android,,CA
4/16/17,,iPhone,,GA
4/16/17,,Android,17,TX
4/16/17,,iPhone,,PA
